approach;sample_size;repetition;trace_variants;deviating_traces;total_deviations;num_deviating_activities;fitness;time_partitioning;time_sampling;time_alignments
Sequence;100;5;81;79;808;19;0.7530562347188264;0.8284134864807129;0.07239794731140137;12.790077209472656
Sequence;100;6;87;91;1161;19;0.667144495412844;0.8157033920288086;0.07433843612670898;37.29708170890808
Sequence;100;7;89;88;1318;19;0.7206443408223824;0.8205633163452148;0.07909822463989258;28.966447591781616
Sequence;100;8;81;91;929;19;0.7193353474320241;0.8202571868896484;0.0725712776184082;0.002106189727783203
Sequence;100;9;88;89;1513;19;0.6725816922743995;0.8212709426879883;0.08260154724121094;85.18929409980774
Sequence;200;0;177;178;2422;20;0.6916613621896881;0.8192481994628906;0.1421341896057129;3.7463674545288086
Sequence;200;1;179;183;2813;19;0.693305713039686;1.0705111026763916;0.1517806053161621;13.240568161010742
Sequence;200;2;162;178;2293;20;0.7125485771593331;0.8407244682312012;0.14895319938659668;51.06877160072327
Sequence;200;3;173;174;2349;19;0.6924184889354459;1.0640356540679932;0.14617609977722168;87.97342705726624
Sequence;200;4;167;177;2317;20;0.684847660500544;0.8180434703826904;0.13931870460510254;49.70745658874512
Sequence;200;5;167;180;2156;19;0.6883041781118981;0.8208260536193848;0.38398003578186035;11.814249753952026
Sequence;200;6;163;180;1834;19;0.696106048053024;0.8206508159637451;0.13596820831298828;25.32819676399231
Sequence;200;7;189;190;2910;19;0.6804655759306029;0.8194599151611328;0.15608859062194824;25.124797105789185
Sequence;200;8;172;171;2167;19;0.7206754318123227;0.8220667839050293;0.14661955833435059;13.842649221420288
Sequence;200;9;182;184;2269;21;0.7131479140328698;0.8206167221069336;0.14901423454284668;46.022869348526
Sequence;300;0;270;271;3759;20;0.6967325534489713;1.0671348571777344;0.22047877311706543;9.090410709381104
Sequence;300;1;270;276;3736;21;0.6752998435598818;0.8187780380249023;0.21579360961914062;37.423258543014526
Sequence;300;2;254;265;3504;20;0.6908689898544331;0.8175210952758789;0.21303057670593262;23.203773498535156
Sequence;300;3;251;271;2986;20;0.7230826300658444;0.8186743259429932;0.20543861389160156;9.128450870513916
Sequence;300;4;239;268;2831;20;0.7443561495394617;0.8106272220611572;0.2126460075378418;45.139477252960205
Sequence;300;5;245;265;2704;19;0.7347459289778301;0.8170456886291504;0.20914649963378906;39.42045593261719
Sequence;300;6;253;268;3272;20;0.714335603282696;0.8200275897979736;0.2177565097808838;23.391120195388794
Sequence;300;7;252;267;3074;20;0.7207739122536108;0.8195023536682129;0.20533514022827148;13.215795755386353
Sequence;300;8;248;270;3947;21;0.6947645193720516;0.8198254108428955;0.22223353385925293;21.396522283554077
Sequence;300;9;253;270;3156;20;0.7306017925736236;1.0729303359985352;0.20981144905090332;23.74432873725891
Sequence;400;0;343;360;4837;20;0.7036696685658274;0.8147308826446533;0.2801656723022461;11.565482139587402
Sequence;400;1;333;362;4972;20;0.6741167988464312;0.8205373287200928;0.28458309173583984;33.57581639289856
Sequence;400;2;332;365;4567;20;0.6851864617081409;0.8258213996887207;0.27249622344970703;7.902439117431641
Sequence;400;3;337;360;5427;20;0.6812896405919662;0.8237314224243164;0.28928685188293457;0.009862661361694336
Sequence;400;4;352;367;5185;20;0.667755991285403;0.8240885734558105;0.2881150245666504;12.34774398803711
Sequence;400;5;349;360;6227;21;0.6763177045430918;0.8217489719390869;0.2966024875640869;0.010817766189575195
Sequence;400;6;330;351;5173;20;0.6832598579475875;0.8231472969055176;0.28498291969299316;5.891984701156616
Sequence;400;7;304;353;4329;19;0.6941716707877075;0.8184499740600586;0.2834033966064453;14.665981531143188
Sequence;400;8;356;360;6461;20;0.6910238630385921;0.8196101188659668;0.3065779209136963;33.12422513961792
Sequence;400;9;351;366;5150;20;0.693744053282588;0.8147449493408203;0.28508877754211426;25.72650647163391
Sequence;500;0;420;449;6513;20;0.6756151011056879;0.8146777153015137;0.35571718215942383;14.718402862548828
Sequence;500;1;385;455;5043;20;0.6854219948849105;0.8188061714172363;0.3281533718109131;11.596150159835815
Sequence;500;2;411;458;5141;19;0.6972676952066894;0.8235142230987549;0.34243035316467285;22.430227518081665
Sequence;500;3;405;452;5734;20;0.6940561306157293;0.8212056159973145;0.36428189277648926;2.8156206607818604
Sequence;500;4;424;441;6222;21;0.7012818666282588;0.8184695243835449;0.36536097526550293;22.168203115463257
Sequence;500;5;430;447;6471;21;0.6931430197268589;1.0777702331542969;0.3603501319885254;2.387343168258667
Sequence;500;6;417;450;6158;21;0.6582685904550499;0.8208856582641602;0.34030580520629883;9.782145977020264
Sequence;500;7;411;446;6063;20;0.6926079902656662;0.8193354606628418;0.3554654121398926;10.10064435005188
Sequence;500;8;423;449;6241;20;0.6970829490850847;0.8264861106872559;0.3604590892791748;0.011605978012084961
Sequence;500;9;444;462;7148;20;0.6837727835781278;0.8244941234588623;0.3601338863372803;0.2134380340576172
