approach;sample_size;repetition;trace_variants;deviating_traces;total_deviations;num_deviating_activities;fitness;time_partitioning;time_sampling;time_alignments
Feature;400;9;315;323;724;14;0.9152224824355972;0.5841588973999023;4.784408330917358;0.007483243942260742
Feature;500;0;404;403;878;14;0.9171776247523818;0.5964131355285645;6.85815167427063;0.009902715682983398
Feature;500;1;400;402;860;14;0.9204219487369297;0.5996005535125732;6.6846888065338135;0.009827852249145508
Feature;500;2;399;396;873;14;0.9173217160715977;0.5969717502593994;6.41093111038208;0.009659051895141602
Feature;500;3;389;404;902;14;0.914817263197658;0.5940396785736084;6.6674580574035645;0.009388923645019531
Feature;500;4;389;404;877;13;0.9167615793470008;0.589688777923584;6.018926620483398;0.010828018188476562
Feature;500;5;403;398;885;14;0.9159384498480243;0.6655678749084473;7.061554908752441;0.012827157974243164
Feature;500;6;403;399;879;14;0.9195791399817017;0.5864310264587402;6.63592267036438;0.011794328689575195
Feature;500;7;400;398;887;13;0.9173345759552656;0.7192354202270508;6.662038564682007;0.01132655143737793
Feature;500;8;392;393;867;13;0.9184537246049661;0.605863094329834;7.2723002433776855;0.009754419326782227
Feature;500;9;400;402;889;14;0.9166900946490488;0.5980255603790283;6.877485275268555;0.009996652603149414
Sequence;100;0;92;69;120;11;0.9429386590584878;0.07640194892883301;0.07433748245239258;0.0015931129455566406
Sequence;100;1;85;65;133;11;0.9377923292797007;0.06960034370422363;0.0714566707611084;0.0013287067413330078
Sequence;100;2;91;67;137;12;0.9399912395970215;0.06980633735656738;0.07348752021789551;0.0015015602111816406
Sequence;100;3;86;74;137;12;0.9319423745653254;0.06920027732849121;0.07160449028015137;0.0013887882232666016
Sequence;100;4;85;73;155;12;0.9133109619686801;0.1283130645751953;0.06904768943786621;0.0011134147644042969
Sequence;100;5;89;67;133;12;0.9359961501443695;0.07002401351928711;0.07126903533935547;0.00141143798828125
Sequence;100;6;89;73;146;11;0.9322191272051996;0.06903433799743652;0.07227754592895508;0.00138092041015625
Sequence;100;7;93;63;117;13;0.946058091286307;0.07159018516540527;0.07212233543395996;0.0014460086822509766
Sequence;100;8;90;75;153;13;0.9283372365339578;0.12739849090576172;0.07366037368774414;0.0013852119445800781
Sequence;100;9;89;71;134;11;0.9296218487394958;0.06989383697509766;0.07146334648132324;0.0012173652648925781
Sequence;200;0;175;138;274;13;0.9314828707176794;0.0683283805847168;0.15072083473205566;0.002951383590698242
Sequence;200;1;175;128;245;12;0.9379432624113475;0.07134222984313965;0.14258432388305664;0.002463817596435547
Sequence;200;2;170;142;270;13;0.9289473684210526;0.06711816787719727;0.13887572288513184;0.0025908946990966797
Sequence;200;3;178;139;245;13;0.9409068982151472;0.06876945495605469;0.14492225646972656;0.00287628173828125
Sequence;200;4;178;136;267;13;0.93530409498425;0.06851816177368164;0.14353394508361816;0.0029332637786865234
Sequence;200;5;173;138;271;14;0.9334152334152335;0.1267557144165039;0.13944792747497559;0.0026221275329589844
Sequence;200;6;169;135;250;13;0.9368846250946731;0.06935763359069824;0.14270591735839844;0.002593994140625
Sequence;200;7;176;134;256;12;0.9385649148068155;0.06746292114257812;0.1436171531677246;0.0027484893798828125
Sequence;200;8;169;137;287;12;0.9237918215613383;0.06859803199768066;0.1424274444580078;0.002687215805053711
Sequence;200;9;175;128;242;13;0.9418269230769231;0.1308448314666748;0.15024065971374512;0.0031595230102539062
Sequence;300;0;261;202;414;13;0.933009708737864;0.06818532943725586;0.2207038402557373;0.003940105438232422
Sequence;300;1;256;202;430;13;0.9302853437094682;0.07393288612365723;0.21323084831237793;0.003711700439453125
Sequence;300;2;257;219;458;13;0.9268604279782817;0.06856465339660645;0.22261381149291992;0.0038139820098876953
Sequence;300;3;254;212;433;13;0.9283587028457975;0.0673074722290039;0.21797633171081543;0.0038466453552246094
Sequence;300;4;264;205;397;14;0.9356251013458732;0.06784629821777344;0.21276617050170898;0.004000425338745117
Sequence;300;5;247;205;404;14;0.9328010645375915;0.06932735443115234;0.22270512580871582;0.00397181510925293
Sequence;300;6;251;197;391;14;0.9355636123928807;0.13498854637145996;0.221543550491333;0.0040590763092041016
Sequence;300;7;263;198;395;13;0.9378930817610063;0.06972432136535645;0.22735142707824707;0.0040128231048583984
Sequence;300;8;246;205;424;13;0.927964661909616;0.07033419609069824;0.21625804901123047;0.003586292266845703
Sequence;300;9;253;197;378;13;0.9339622641509434;0.07150411605834961;0.21061015129089355;0.003566265106201172
Sequence;400;0;319;276;577;13;0.9261487264815051;0.12562966346740723;0.2979247570037842;0.005048274993896484
Sequence;400;1;326;277;546;14;0.9287671232876712;0.0673367977142334;0.2951204776763916;0.00490117073059082
Sequence;400;2;342;280;526;13;0.9344629952653875;0.07097077369689941;0.3036153316497803;0.004836082458496094
Sequence;400;3;334;273;520;14;0.9377543691644721;0.06867742538452148;0.3004448413848877;0.005555629730224609
Sequence;400;4;337;287;564;14;0.9290387518872673;0.06836295127868652;0.3368101119995117;0.007021665573120117
Sequence;400;5;335;282;542;13;0.9307259713701431;0.0808110237121582;0.3166980743408203;0.006271839141845703
Sequence;400;6;335;282;591;14;0.9300922640170334;0.08484220504760742;0.3085312843322754;0.0059893131256103516
Sequence;400;7;345;271;563;13;0.9334829867674859;0.12993550300598145;0.3182237148284912;0.0066258907318115234
Sequence;400;8;333;273;504;13;0.9371335911188724;0.07609820365905762;0.31650805473327637;0.0059070587158203125
Sequence;400;9;335;265;534;13;0.9349652904640117;0.0723419189453125;0.3334650993347168;0.007372856140136719
Sequence;500;0;414;335;663;13;0.9349170511436145;0.08539390563964844;0.44532227516174316;0.009844064712524414
Sequence;500;1;414;343;664;13;0.9342053111375347;0.1421346664428711;0.42521166801452637;0.008872032165527344
Sequence;500;2;419;350;689;13;0.9324774598196786;0.07693839073181152;0.4147000312805176;0.007466554641723633
Sequence;500;3;419;348;679;13;0.9331363860167405;0.07202649116516113;0.39254283905029297;0.006712198257446289
Sequence;500;4;411;335;667;13;0.9326262626262626;0.07297396659851074;0.3910689353942871;0.0065572261810302734
Sequence;500;5;417;342;659;13;0.9341789852177387;0.06793713569641113;0.4013199806213379;0.008014202117919922
Sequence;500;6;417;323;656;13;0.9362239937779506;0.07820343971252441;0.4027378559112549;0.0077419281005859375
Sequence;500;7;407;342;655;13;0.9381375141669814;0.07440471649169922;0.39141011238098145;0.006995201110839844
Sequence;500;8;407;332;644;13;0.934804616319093;0.15680909156799316;0.39253854751586914;0.007091999053955078
Sequence;500;9;409;351;703;13;0.9304304799604156;0.07178640365600586;0.39679431915283203;0.006758451461791992
